event_id,asset_id,mitre_technique,severity,detected_at,source
evt-0004317,asset-0006,T1005,Low,2026-02-09T23:36:17,ids
evt-0004318,asset-0006,T1499,High,2025-12-18T22:21:10,firewall
evt-0004319,asset-0006,T1190,High,2026-01-23T21:31:56,endpoint
evt-0004320,asset-0006,T1499,Low,2026-04-22T01:01:46,auth
evt-0004321,asset-0006,T1490,High,2026-04-27T01:16:04,ids
evt-0004322,asset-0006,T1046,Low,2026-04-22T18:53:50,endpoint
evt-0004323,asset-0006,T1592,Low,2026-03-01T12:11:43,auth
evt-0004324,asset-0006,T1005,Low,2026-03-15T03:09:58,proxy
evt-0004325,asset-0006,T1592,Low,2026-02-19T19:03:08,ids
evt-0004326,asset-0006,T1204,High,2026-01-21T04:12:15,endpoint
evt-0004327,asset-0006,T1020,High,2026-03-02T09:19:58,endpoint
evt-0004328,asset-0006,T1087,Low,2025-12-10T16:35:58,firewall
evt-0004329,asset-0006,T1087,Low,2026-01-22T01:35:53,ids
evt-0004330,asset-0006,T1005,Low,2026-05-21T10:02:45,firewall
evt-0004331,asset-0006,T1210,High,2025-11-06T08:15:49,auth
evt-0004332,asset-0006,T1087,Low,2026-04-16T16:04:41,endpoint
evt-0004333,asset-0006,T1499,High,2025-12-13T18:14:41,endpoint
evt-0004334,asset-0006,T1087,Low,2026-02-23T01:44:23,proxy
evt-0004335,asset-0006,T1552,Medium,2026-05-31T19:42:04,endpoint
evt-0004336,asset-0006,T1595,Medium,2025-12-15T18:38:10,proxy
evt-0004337,asset-0006,T1078,Low,2026-01-19T09:40:16,firewall
evt-0004338,asset-0006,T1078,Low,2026-02-26T05:41:32,endpoint
evt-0004339,asset-0006,T1204,High,2025-11-05T17:25:35,auth
evt-0004340,asset-0006,T1087,Low,2025-12-18T18:30:14,firewall
evt-0004341,asset-0006,T1204,Low,2026-03-02T17:20:45,ids
evt-0004342,asset-0006,T1595,Medium,2026-02-19T22:24:39,ids
evt-0004343,asset-0006,T1210,High,2026-05-23T14:18:10,proxy
evt-0004344,asset-0006,T1566,High,2025-12-22T12:31:41,ids
evt-0004345,asset-0006,T1567,High,2026-05-13T14:42:31,auth
evt-0004346,asset-0006,T1020,High,2026-05-24T18:07:03,auth
evt-0004347,asset-0006,T1087,Low,2026-03-13T21:16:45,auth
evt-0004348,asset-0006,T1499,High,2026-03-20T04:40:24,firewall
evt-0004349,asset-0006,T1078,Low,2026-02-13T00:37:42,proxy
evt-0004350,asset-0006,T1005,Low,2026-05-18T18:34:56,endpoint
evt-0004351,asset-0006,T1087,Low,2025-12-17T09:41:52,firewall
evt-0004352,asset-0006,T1592,Medium,2026-04-08T00:55:30,firewall
evt-0004353,asset-0006,T1005,Low,2026-01-23T09:34:02,firewall
evt-0004354,asset-0006,T1592,Low,2025-11-14T23:03:41,
evt-0004355,asset-0006,T1087,Low,2026-05-19T14:09:03,ids
evt-0004356,asset-0006,T1566,Medium,2025-12-16T23:10:27,proxy
evt-0004357,asset-0006,T1490,Critical,2026-02-08T07:36:33,firewall
evt-0004358,asset-0006,T1087,Medium,2026-03-27T02:38:08,auth
evt-0004359,asset-0006,T1078,Low,2025-11-22T20:17:06,ids
evt-0004360,asset-0006,T1486,Critical,2025-11-08T09:01:32,auth
evt-0004361,asset-0006,T1210,Medium,2026-04-18T11:58:37,ids
evt-0004362,asset-0006,T1087,Low,2026-01-09T16:03:20,endpoint
evt-0004363,asset-0006,T1210,Medium,2026-04-30T17:04:43,endpoint
evt-0004364,asset-0006,T1078,Low,2025-12-08T12:21:31,ids
evt-0004365,asset-0006,T1204,Low,2026-05-28T13:38:28,
evt-0004366,asset-0006,T1210,Low,2025-11-15T15:35:06,proxy
evt-0004367,asset-0006,T1005,,2025-12-21T09:15:10,firewall
evt-0004368,asset-0006,T1499,Medium,2025-11-17T16:57:15,firewall
evt-0004369,asset-0006,T1498,Medium,2025-12-09T08:24:40,firewall
evt-0004370,asset-0006,T1595,Low,2026-04-06T11:58:23,firewall
evt-0004371,asset-0006,T1204,Medium,2026-01-08T12:50:05,ids
evt-0004372,asset-0006,T1046,Low,2025-11-11T04:20:55,ids
evt-0004373,asset-0006,T1498,High,2026-03-20T23:10:46,endpoint
evt-0004374,asset-0006,T1489,Critical,2026-01-06T17:25:11,endpoint
evt-0004375,asset-0006,T1595,Low,2026-02-02T15:58:31,auth
evt-0004376,asset-0006,T1552,Medium,2025-11-01T01:31:36,ids
evt-0004377,asset-0006,T1078,Low,2026-02-07T04:09:29,ids
evt-0004378,asset-0006,T1003,Medium,2026-05-14T06:53:32,firewall
evt-0004379,asset-0006,T1204,Medium,2025-12-06T07:29:29,auth
evt-0004380,asset-0006,T1078,Low,2025-11-23T17:13:40,firewall
evt-0004381,asset-0006,T1005,Low,2026-01-23T22:53:06,firewall
evt-0004382,asset-0006,T1210,Medium,2025-11-13T20:52:44,endpoint
evt-0004383,asset-0006,T1498,High,2025-11-20T01:15:25,firewall
evt-0004384,asset-0006,T1498,High,2025-12-10T22:00:24,firewall
evt-0004385,asset-0006,T1041,High,2025-12-20T16:28:49,firewall
evt-0004386,asset-0006,T1498,High,2026-05-27T03:54:42,ids
evt-0004387,asset-0006,T1552,High,2025-11-18T23:25:31,ids
evt-0004388,asset-0006,T1210,High,2026-01-05T12:23:29,proxy
evt-0004389,asset-0006,T1499,Medium,2026-04-20T00:39:18,endpoint
evt-0004390,asset-0006,T1490,Critical,2026-04-25T15:18:10,firewall
evt-0004391,asset-0006,T1204,Low,2026-02-05T19:53:53,firewall
evt-0004392,asset-0006,T1567,High,2026-05-20T23:16:22,endpoint
evt-0004393,asset-0006,T1490,Critical,2025-12-30T00:00:47,firewall
evt-0004394,asset-0006,T1210,High,2026-01-13T02:55:35,ids
evt-0004395,asset-0006,T1046,Medium,2026-01-03T19:40:59,auth
evt-0004396,asset-0006,T1005,Low,2026-03-09T04:01:18,auth
evt-0004397,asset-0006,T1489,High,2026-01-21T13:46:53,ids
evt-0004398,asset-0006,T1498,Medium,2026-02-07T07:16:18,endpoint
evt-0004399,asset-0006,T1078,Low,2026-05-26T11:06:45,firewall
evt-0004400,asset-0006,T1005,Low,2026-04-01T03:31:58,ids
evt-0004401,asset-0006,T1087,Low,2026-01-01T08:13:26,ids
evt-0004402,asset-0006,T1204,Medium,2026-05-31T12:28:29,firewall
evt-0004403,asset-0006,T1020,Critical,2026-02-14T18:18:59,auth
evt-0004404,asset-0006,T1005,Low,2026-02-27T01:16:11,endpoint
evt-0004405,asset-0006,T1592,Low,2026-03-03T18:13:55,auth
evt-0004406,asset-0006,T1552,Medium,2025-11-03T11:23:27,firewall
evt-0004407,asset-0006,T1190,Critical,2026-05-05T04:06:47,proxy
evt-0004408,asset-0006,T1078,Low,2026-02-01T04:05:29,proxy
evt-0004409,asset-0006,T1087,Low,2025-11-07T16:21:55,proxy
evt-0004410,asset-0006,T1020,High,2025-11-25T22:42:05,auth
evt-0004411,asset-0006,T1003,High,2025-12-05T18:17:59,proxy
evt-0004412,asset-0006,T1210,High,2025-12-01T21:43:02,proxy
evt-0004413,asset-0006,T1566,Medium,2026-01-17T04:33:15,ids
evt-0004414,asset-0006,T1204,Medium,2025-12-25T06:54:20,firewall
evt-0004415,asset-0006,T1005,Low,2026-03-31T02:32:48,proxy
evt-0004416,asset-0006,T1046,Low,2026-05-17T21:06:16,firewall
evt-0004417,asset-0006,T1087,Low,2026-03-22T10:13:07,auth
evt-0004418,asset-0006,T1005,Medium,2025-11-23T20:48:40,ids
evt-0004419,asset-0006,T1005,Low,2026-03-28T10:16:30,ids
evt-0004420,asset-0006,T1204,Medium,2025-11-14T08:21:35,ids
evt-0004421,asset-0006,T1087,Low,2026-04-01T18:24:13,auth
evt-0004422,asset-0006,T1005,Low,2026-04-26T08:32:54,endpoint
evt-0004423,asset-0006,T1005,Low,2026-03-12T04:06:51,firewall
evt-0004424,asset-0006,T1190,High,2026-05-23T23:15:07,firewall
evt-0004425,asset-0006,T1592,Medium,2025-11-04T11:50:05,ids
evt-0004426,asset-0006,T1005,Low,2025-12-14T17:48:51,firewall
evt-0004427,asset-0006,T1046,Low,2025-11-22T16:30:30,auth
evt-0004428,asset-0006,T1592,Medium,2025-11-17T15:45:03,endpoint
evt-0004429,asset-0006,T1087,Low,2026-03-26T09:06:17,ids
evt-0004430,asset-0006,T1005,Medium,2026-01-16T20:57:23,proxy
evt-0004431,asset-0006,T1078,Low,2026-05-27T21:45:51,auth
evt-0004432,asset-0006,T1005,Low,2026-01-29T12:13:04,proxy
evt-0004433,asset-0006,T1552,Medium,2026-02-07T19:13:06,endpoint
evt-0004434,asset-0006,T1190,High,2026-02-02T02:18:46,proxy
evt-0004435,asset-0006,T1190,Medium,2025-12-23T04:30:34,ids
evt-0004436,asset-0006,T1041,High,2025-11-17T01:51:13,firewall
evt-0004437,asset-0006,T1566,Low,2026-04-28T13:27:04,proxy
evt-0004438,asset-0006,T1005,Low,2025-12-28T18:55:32,
evt-0004439,asset-0006,T1552,Medium,2026-03-15T10:45:19,firewall
evt-0004440,asset-0006,T1595,Low,2026-03-08T20:38:13,firewall
evt-0004441,asset-0006,T1005,Low,2025-12-29T06:54:05,endpoint
evt-0004442,asset-0006,T1210,High,2025-11-03T12:40:52,endpoint
evt-0004443,asset-0006,T1499,High,2025-12-31T13:12:01,firewall
evt-0004444,asset-0006,T1003,Medium,2026-02-25T04:42:00,auth
evt-0004445,asset-0006,T1087,Low,2025-11-21T01:09:17,ids
evt-0004446,asset-0006,T1020,Medium,2025-12-19T10:12:06,auth
evt-0004447,asset-0006,T1020,Medium,2026-02-02T10:33:01,auth
evt-0004448,asset-0006,T1087,Low,2026-04-25T10:40:01,ids
evt-0004449,asset-0006,T1567,Critical,2026-05-08T11:42:04,firewall
evt-0004450,asset-0006,T1087,Low,2026-01-19T08:31:53,auth
evt-0004451,asset-0006,T1592,Low,2026-03-11T19:27:07,ids
evt-0004452,asset-0006,T1204,High,2026-02-08T15:40:28,
evt-0004453,asset-0006,T1087,Low,2026-04-28T20:59:02,proxy
evt-0004454,asset-0006,T1566,High,2025-11-17T03:57:16,ids
evt-0004455,asset-0006,T1190,Medium,2026-05-17T08:13:58,endpoint
evt-0004456,asset-0006,T1005,Low,2025-12-05T00:01:25,ids
evt-0004457,asset-0006,T1003,Medium,2026-02-21T17:46:06,auth
evt-0004458,asset-0006,T1552,Medium,2026-01-19T16:21:00,proxy
evt-0004459,asset-0006,T1566,Medium,2026-04-12T09:22:38,proxy
evt-0004460,asset-0006,T1210,Medium,2026-03-23T13:28:15,endpoint
evt-0004461,asset-0006,T1078,Low,2026-01-10T13:46:37,proxy
evt-0004462,asset-0006,T1005,Low,2025-11-05T13:09:37,auth
evt-0004463,asset-0006,T1003,High,2026-02-24T23:24:11,endpoint
evt-0004464,asset-0006,T1210,Medium,2026-05-02T14:12:52,auth
evt-0004465,asset-0006,T1005,High,2026-01-20T05:02:37,auth
evt-0004466,asset-0006,T1499,Medium,2026-04-14T20:40:15,auth
evt-0004467,asset-0006,T1078,Low,2026-03-29T05:26:49,
evt-0004468,asset-0006,T1110,Medium,2026-03-24T11:23:21,
evt-0004469,asset-0006,T1499,High,2026-05-14T12:00:39,auth
evt-0004470,asset-0006,T1005,Low,2026-05-16T22:01:39,auth
evt-0004471,asset-0006,T1078,Low,2026-01-16T04:40:41,ids
evt-0004472,asset-0006,T1005,,2026-04-20T00:19:02,endpoint
evt-0004473,asset-0006,T1499,High,2026-01-24T20:34:02,proxy
evt-0004474,asset-0006,T1087,Low,2026-03-27T20:39:43,ids
evt-0004475,asset-0006,T1552,High,2025-12-02T22:51:47,endpoint
evt-0004476,asset-0006,T1499,Critical,2026-01-15T06:35:21,ids
evt-0004477,asset-0006,T1490,Critical,2026-02-14T14:47:56,proxy
evt-0004478,asset-0006,T1190,Medium,2025-12-12T23:49:12,firewall
evt-0004479,asset-0006,T1595,Low,2026-04-29T10:30:59,ids
evt-0004480,asset-0006,T1204,Low,2026-05-02T03:19:57,auth
evt-0004481,asset-0006,T1078,Low,2025-11-24T15:19:55,endpoint
evt-0004482,asset-0006,T1110,High,2025-12-14T04:26:12,auth
evt-0004483,asset-0006,T1087,Low,2025-11-16T23:14:46,ids
evt-0004484,asset-0006,T1498,High,2026-04-11T03:03:11,endpoint
evt-0004485,asset-0006,T1087,Low,2026-01-07T06:50:40,
evt-0004486,asset-0006,T1489,High,2025-12-28T13:43:39,endpoint
evt-0004487,asset-0006,T1041,High,2026-01-18T00:26:49,endpoint
evt-0004488,asset-0006,T1087,Low,2026-01-16T17:25:10,firewall
evt-0004489,asset-0006,T1087,Low,2026-02-01T17:47:26,firewall
evt-0004490,asset-0006,T1110,Critical,2026-03-09T09:36:04,auth
evt-0004491,asset-0006,T1005,Low,2026-04-18T20:54:29,firewall
evt-0004492,asset-0006,T1087,Low,2026-04-24T22:08:55,ids
evt-0004493,asset-0006,T1003,Medium,2026-02-24T23:32:23,ids
evt-0004494,asset-0006,T1087,Low,2026-01-01T03:02:36,proxy
evt-0004495,asset-0006,T1078,Low,2026-05-19T07:28:23,firewall
evt-0004496,asset-0006,T1499,Medium,2026-05-12T04:37:32,proxy
evt-0004497,asset-0006,T1595,Low,2026-04-11T09:14:33,ids
evt-0004498,asset-0006,T1087,Low,2025-11-12T07:02:33,endpoint
evt-0004499,asset-0006,T1087,Low,2025-11-07T13:38:14,endpoint
evt-0004500,asset-0006,T1595,Low,2026-05-04T21:59:14,ids
evt-0004501,asset-0006,T1041,High,2026-03-27T02:15:12,ids
evt-0004502,asset-0006,T1005,Low,2026-02-27T00:15:45,auth
evt-0004503,asset-0006,T1087,Low,2026-03-11T00:08:29,ids
evt-0004504,asset-0006,T1078,Low,2026-04-26T23:43:02,endpoint
evt-0004505,asset-0006,T1087,Low,2025-12-24T11:26:33,endpoint
evt-0004506,asset-0006,T1087,Low,2025-12-09T04:23:53,proxy
evt-0004507,asset-0006,T1078,Low,2026-02-07T15:06:27,endpoint
evt-0004508,asset-0006,T1552,High,2026-01-19T01:48:23,endpoint
evt-0004509,asset-0006,T1005,Low,2026-03-03T17:19:08,firewall
evt-0004510,asset-0006,T1486,Medium,2025-11-29T21:11:44,firewall
evt-0004511,asset-0006,T1592,Medium,2025-12-21T08:05:28,endpoint
evt-0004512,asset-0006,T1078,Low,2026-02-18T07:56:59,proxy
evt-0004513,asset-0006,T1078,Low,2026-01-11T16:05:04,proxy
evt-0004514,asset-0006,T1552,Medium,2026-03-31T15:20:13,auth
evt-0004515,asset-0006,T1498,High,2026-04-05T20:28:07,proxy
evt-0004516,asset-0006,T1078,Low,2025-11-14T15:10:37,proxy
evt-0004517,asset-0006,T1003,Medium,2026-01-12T01:35:22,ids
evt-0004518,asset-0006,T1567,Medium,2026-03-14T16:27:45,ids
evt-0004519,asset-0006,T1595,Low,2026-05-03T20:38:40,ids
evt-0004520,asset-0006,T1210,Medium,2026-01-25T14:22:13,auth
evt-0004521,asset-0006,T1078,Low,2026-04-19T16:10:04,proxy
evt-0004522,asset-0006,T1595,Low,2026-05-01T16:36:39,ids
evt-0004523,asset-0006,T1204,Medium,2025-11-10T12:32:52,ids
evt-0004524,asset-0006,T1005,Low,2026-02-24T17:14:45,proxy
evt-0004525,asset-0006,T1499,Medium,2025-11-17T05:48:40,proxy
evt-0004526,asset-0006,T1595,Low,2026-04-09T15:07:56,firewall
evt-0004527,asset-0006,T1003,Medium,2026-01-16T12:04:29,endpoint
evt-0004528,asset-0006,T1005,Low,2026-05-02T19:10:52,proxy
evt-0004529,asset-0006,T1595,Medium,2026-01-13T12:21:49,proxy
evt-0004530,asset-0006,T1005,Low,2026-04-03T12:21:46,ids
evt-0004531,asset-0006,T1005,Low,2026-02-28T10:34:22,firewall
evt-0004532,asset-0006,T1005,Low,2025-12-13T02:58:31,
evt-0004533,asset-0006,T1552,Medium,2025-11-27T08:52:53,auth
evt-0004534,asset-0006,T1592,Low,2026-04-20T13:50:56,firewall
evt-0004535,asset-0006,T1499,High,2026-03-15T14:43:30,firewall
evt-0004536,asset-0006,T1003,Low,2026-05-15T23:07:47,firewall
evt-0004537,asset-0006,T1190,Critical,2026-01-16T16:09:07,firewall
evt-0004538,asset-0006,T1204,Medium,2026-04-08T09:37:02,auth
evt-0004539,asset-0006,T1210,Low,2026-01-27T06:06:50,proxy
evt-0004540,asset-0006,T1005,Low,2026-01-24T23:24:00,
evt-0004541,asset-0006,T1020,High,2026-02-13T08:48:58,endpoint
evt-0004542,asset-0006,T1020,High,2026-03-25T00:54:59,firewall
evt-0004543,asset-0006,T1552,Medium,2026-02-06T16:04:42,proxy
evt-0004544,asset-0006,T1595,Low,2025-11-30T23:01:38,ids
evt-0004545,asset-0006,T1041,Medium,2025-12-14T01:57:53,auth
evt-0004546,asset-0006,T1190,Medium,2026-03-03T14:57:13,ids
evt-0004547,asset-0006,T1046,Low,2026-03-06T23:56:35,proxy
evt-0004548,asset-0006,T1498,Medium,2025-12-14T14:40:15,auth
evt-0004549,asset-0006,T1087,Low,2026-01-12T03:25:13,auth
evt-0004550,asset-0006,T1087,Low,2026-01-04T21:25:48,
evt-0004551,asset-0006,T1078,Low,2025-11-01T05:12:25,firewall
evt-0004552,asset-0006,T1499,High,2026-04-08T14:40:19,auth
evt-0004553,asset-0006,T1046,Low,2026-02-06T08:19:17,proxy
evt-0004554,asset-0006,T1005,Medium,2026-04-22T10:43:01,endpoint
evt-0004555,asset-0006,T1204,High,2026-01-25T15:03:38,endpoint
evt-0004556,asset-0006,T1005,Low,2025-12-10T07:21:59,ids
evt-0004557,asset-0006,T1078,Low,2026-02-01T10:32:28,firewall
evt-0004558,asset-0006,T1087,Low,2026-02-11T08:52:42,
evt-0004559,asset-0006,T1078,Low,2026-04-18T23:57:43,firewall
evt-0004560,asset-0006,T1087,Low,2025-12-26T20:37:30,endpoint
evt-0004561,asset-0006,T1499,High,2026-01-11T17:02:35,
evt-0004562,asset-0006,T1489,Medium,2026-01-30T14:11:29,proxy
evt-0004563,asset-0006,T1005,Low,2025-12-14T11:09:17,auth
evt-0004564,asset-0006,T1210,Critical,2026-04-19T18:36:06,auth
evt-0004565,asset-0006,T1595,Low,2026-05-17T19:57:43,auth
evt-0004566,asset-0006,T1566,Medium,2026-03-01T08:47:05,auth
evt-0004567,asset-0006,T1190,High,2025-11-01T05:36:32,auth
evt-0004568,asset-0006,T1087,Low,2025-12-18T05:20:18,proxy
evt-0004569,asset-0006,T1005,Low,2026-02-19T18:09:06,firewall
evt-0004570,asset-0006,T1041,Medium,2026-02-26T14:40:28,auth
evt-0004571,asset-0006,T1020,High,2025-12-16T16:53:21,endpoint
evt-0004572,asset-0006,T1087,Low,2026-05-25T01:41:49,proxy
evt-0004573,asset-0006,T1190,Low,2025-11-12T03:36:07,endpoint
evt-0004574,asset-0006,T1499,High,2025-11-18T06:11:29,auth
evt-0004575,asset-0006,T1552,,2026-02-12T08:17:01,proxy
evt-0004576,asset-0006,T1087,Low,2026-03-17T03:04:29,auth
evt-0004577,asset-0006,T1046,Medium,2026-05-27T04:51:58,ids
evt-0004578,asset-0006,T1087,Low,2025-12-28T09:21:16,proxy
evt-0004579,asset-0006,T1204,Low,2026-02-14T10:37:17,auth
evt-0004580,asset-0006,T1489,High,2026-03-10T15:27:27,ids
evt-0004581,asset-0006,T1078,Low,2026-02-17T19:39:47,endpoint
evt-0004582,asset-0006,T1005,Low,2026-04-29T09:40:19,proxy
evt-0004583,asset-0006,T1552,Medium,2026-02-10T21:15:32,endpoint
evt-0004584,asset-0006,T1087,Low,2026-03-17T16:53:48,endpoint
evt-0004585,asset-0006,T1499,Critical,2026-03-10T16:19:10,proxy
evt-0004586,asset-0006,T1204,High,2025-12-23T00:41:34,auth
evt-0004587,asset-0006,T1005,Low,2026-04-27T06:28:46,auth
evt-0004588,asset-0006,T1005,Low,2026-01-18T22:23:52,ids
evt-0004589,asset-0006,T1552,Medium,2026-02-25T04:19:19,
evt-0004590,asset-0006,T1592,Low,2026-04-04T08:29:04,endpoint
evt-0004591,asset-0006,T1204,High,2026-03-31T02:32:47,ids
evt-0004592,asset-0006,T1078,Low,2025-12-26T01:43:44,auth
evt-0004593,asset-0006,T1087,Low,2026-05-20T09:47:43,firewall
evt-0004594,asset-0006,T1087,Low,2026-03-04T03:39:44,auth
evt-0004595,asset-0006,T1210,High,2026-05-24T04:23:07,auth
evt-0004596,asset-0006,T1078,Low,2026-01-13T05:09:40,firewall
evt-0004597,asset-0006,T1498,Medium,2026-04-25T17:14:42,auth
evt-0004598,asset-0006,T1190,Medium,2026-03-03T03:58:11,proxy
evt-0004599,asset-0006,T1567,High,2025-11-19T02:32:18,ids
evt-0004600,asset-0006,T1490,Critical,2026-04-13T01:21:44,ids
evt-0004601,asset-0006,T1110,Medium,2026-02-09T00:12:32,auth
evt-0004602,asset-0006,T1005,Low,2026-01-01T17:27:25,proxy
evt-0004603,asset-0006,T1592,Low,2026-04-07T10:49:12,endpoint
evt-0004604,asset-0006,T1552,Medium,2026-05-23T07:09:33,endpoint
evt-0004605,asset-0006,T1490,High,2025-11-02T08:50:44,proxy
evt-0004606,asset-0006,T1190,Medium,2026-01-25T15:13:15,
evt-0004607,asset-0006,T1046,Low,2025-11-03T07:53:40,endpoint
evt-0004608,asset-0006,T1003,Medium,2026-02-26T11:41:25,endpoint
evt-0004609,asset-0006,T1078,Low,2026-01-07T19:00:17,firewall
evt-0004610,asset-0006,T1041,High,2025-11-02T02:09:21,endpoint
evt-0004611,asset-0006,T1204,Medium,2026-03-24T08:14:21,endpoint
evt-0004612,asset-0006,T1498,High,2026-03-14T21:02:40,endpoint
evt-0004613,asset-0006,T1567,High,2026-04-24T05:25:34,ids
evt-0004614,asset-0006,T1204,High,2025-11-15T19:42:39,
evt-0004615,asset-0006,T1595,Low,2026-02-01T04:17:32,ids
evt-0004616,asset-0006,T1005,Low,2026-05-05T14:09:15,auth
evt-0004617,asset-0006,T1078,Low,2025-11-09T18:37:09,proxy
evt-0004618,asset-0006,T1046,Low,2026-01-20T23:50:19,auth
evt-0004619,asset-0006,T1041,Critical,2025-12-23T05:43:39,proxy
evt-0004620,asset-0006,T1552,Medium,2026-01-09T05:18:14,auth
evt-0004621,asset-0006,T1190,Medium,2026-05-10T21:01:44,auth
evt-0004622,asset-0006,T1087,Low,2025-11-30T00:12:08,ids
evt-0004623,asset-0006,T1592,Medium,2026-03-17T10:01:40,auth
evt-0004624,asset-0006,T1020,Low,2026-03-29T12:08:09,auth
evt-0004625,asset-0006,T1566,Medium,2026-03-20T03:27:21,ids
evt-0004626,asset-0006,T1078,Low,2026-01-12T08:36:34,auth
evt-0004627,asset-0006,T1087,Low,2025-12-27T03:59:41,firewall
evt-0004628,asset-0006,T1552,Medium,2026-03-28T22:45:44,endpoint
evt-0004629,asset-0006,T1552,High,2026-05-28T17:13:44,auth
evt-0004630,asset-0006,T1046,Low,2026-01-23T17:13:03,firewall
evt-0004631,asset-0006,T1592,Low,2025-11-01T04:45:29,endpoint
evt-0004632,asset-0006,T1566,High,2025-12-13T03:41:18,ids
evt-0004633,asset-0006,T1190,Medium,2025-12-30T00:54:46,endpoint
evt-0004634,asset-0006,T1087,Low,2026-03-29T20:00:36,ids
evt-0004635,asset-0006,T1204,Medium,2025-12-16T16:26:45,endpoint
evt-0004636,asset-0006,T1078,Low,2026-02-02T05:28:42,firewall
evt-0004637,asset-0006,T1005,Low,2025-12-03T18:07:03,auth
evt-0004638,asset-0006,T1087,Low,2026-04-19T16:44:13,auth
evt-0004639,asset-0006,T1210,Medium,2026-04-18T19:13:43,firewall
evt-0004640,asset-0006,T1552,High,2025-11-09T15:34:21,endpoint
evt-0004641,asset-0006,T1566,Low,2026-01-26T20:43:31,proxy
evt-0004642,asset-0006,T1005,Low,2026-03-24T08:34:09,auth
evt-0004643,asset-0006,T1087,Low,2025-12-10T01:05:49,auth
evt-0004644,asset-0006,T1592,Low,2025-11-01T04:46:06,ids
evt-0004645,asset-0006,T1005,Low,2026-02-13T12:01:08,
evt-0004646,asset-0006,T1005,Low,2025-12-09T16:10:20,ids
evt-0004647,asset-0006,T1595,Low,2026-01-11T19:58:02,endpoint
evt-0004648,asset-0006,T1003,High,2026-05-16T11:27:29,ids
evt-0004649,asset-0006,T1498,High,2026-04-28T07:32:14,proxy
evt-0004650,asset-0006,T1087,Low,2026-03-01T02:56:22,ids
evt-0004651,asset-0006,T1499,High,2025-12-06T07:11:35,proxy
evt-0004652,asset-0006,T1595,Low,2025-11-09T19:20:31,auth
evt-0004653,asset-0006,T1087,Low,2026-02-16T21:45:40,endpoint
evt-0004654,asset-0006,T1595,Medium,2026-05-17T15:37:10,firewall
evt-0004655,asset-0006,T1078,Low,2025-12-25T08:38:12,proxy
evt-0004656,asset-0006,T1499,High,2026-04-07T16:32:16,firewall
evt-0004657,asset-0006,T1087,Low,2025-11-16T17:46:04,firewall
evt-0004658,asset-0006,T1078,Low,2026-05-09T04:09:08,ids
evt-0004659,asset-0006,T1499,High,2026-04-03T04:25:25,firewall
evt-0004660,asset-0006,T1490,High,2026-02-17T01:16:42,proxy
evt-0004661,asset-0006,T1078,Low,2026-02-20T13:33:37,auth
evt-0004662,asset-0006,T1078,Low,2026-01-09T20:02:46,ids
evt-0004663,asset-0006,T1490,High,2025-11-15T21:12:09,endpoint
evt-0004664,asset-0006,T1078,Low,2026-05-15T07:09:41,auth
evt-0004665,asset-0006,T1486,Critical,2025-12-09T00:38:28,endpoint
evt-0004666,asset-0006,T1078,Low,2026-05-22T06:18:41,auth
evt-0004667,asset-0006,T1499,High,2026-05-15T09:15:44,endpoint
evt-0004668,asset-0006,T1490,High,2026-05-08T09:13:43,ids
evt-0004669,asset-0006,T1005,Low,2025-11-29T22:45:16,auth
evt-0004670,asset-0006,T1499,Critical,2026-05-09T03:29:17,auth
evt-0004671,asset-0006,T1078,Low,2026-04-23T14:07:33,firewall
evt-0004672,asset-0006,T1110,Low,2026-05-24T05:32:51,ids
evt-0004673,asset-0006,T1592,Low,2026-04-05T12:11:45,auth
evt-0004674,asset-0006,T1005,Low,2026-04-08T13:05:50,
evt-0004675,asset-0006,T1087,Low,2025-12-06T23:14:01,ids
evt-0004676,asset-0006,T1204,High,2025-11-10T17:09:31,proxy
evt-0004677,asset-0006,T1110,Critical,2026-01-28T19:19:10,auth
evt-0004678,asset-0006,T1003,High,2025-11-19T14:55:53,ids
evt-0004679,asset-0006,T1489,Critical,2026-03-21T10:05:03,firewall
evt-0004680,asset-0006,T1046,Low,2026-05-10T06:48:26,auth
evt-0004681,asset-0006,T1078,Low,2026-01-24T02:31:24,endpoint
evt-0004682,asset-0006,T1210,Medium,2025-11-17T10:03:04,proxy
evt-0004683,asset-0006,T1087,Low,2025-11-30T09:35:01,ids
evt-0004684,asset-0006,T1087,Low,2026-02-08T21:27:13,auth
evt-0004685,asset-0006,T1566,Medium,2026-03-29T15:25:18,ids
evt-0004686,asset-0006,T1490,Critical,2026-03-15T22:09:58,firewall
evt-0004687,asset-0006,T1110,High,2026-05-01T03:58:58,ids
evt-0004688,asset-0006,T1005,Low,2025-12-02T07:53:18,proxy
evt-0004689,asset-0006,T1005,Low,2025-11-20T21:52:52,ids
evt-0004690,asset-0006,T1005,Low,2026-04-15T08:08:32,proxy
evt-0004691,asset-0006,T1078,Low,2026-01-09T04:59:36,endpoint
evt-0004692,asset-0006,T1087,Low,2026-05-17T19:45:06,proxy
evt-0004693,asset-0006,T1499,High,2025-12-25T00:43:48,firewall
evt-0004694,asset-0006,T1204,Medium,2026-02-03T19:29:09,firewall
evt-0004695,asset-0006,T1005,Low,2026-02-01T14:42:39,ids
evt-0004696,asset-0006,T1110,Medium,2025-12-30T00:15:07,endpoint
